Age,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_Female,Gender_Male,Gender_Other
28,0,0,0,2,0,1,0,0,1,0,2,1,1,1,2,2,0,0,0,0,True,False,False
43,0,0,2,3,0,1,0,0,1,1,0,2,1,1,1,2,0,0,0,0,False,True,False
32,0,0,2,1,0,1,2,2,1,0,0,2,0,1,1,2,1,1,1,0,False,True,False
33,0,1,0,5,0,1,1,0,1,1,0,2,2,1,0,0,1,0,1,0,False,True,False
31,0,0,2,3,0,1,2,2,1,1,0,1,0,1,1,0,1,0,1,0,False,True,False
29,0,1,0,3,0,1,0,1,0,0,0,2,0,0,0,0,1,1,1,0,False,True,False
26,0,0,2,3,1,1,2,1,0,2,0,1,1,1,1,1,1,1,2,0,False,False,True
28,0,1,2,5,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,0,False,True,False
35,0,1,3,5,0,0,2,2,1,2,0,1,2,1,0,1,1,2,0,0,False,True,False
46,0,0,3,3,1,0,2,2,1,1,2,2,0,1,1,1,1,0,1,0,True,False,False
27,0,0,1,1,0,1,1,2,1,1,0,0,1,1,2,2,0,0,0,0,False,True,False
27,0,0,2,4,0,1,0,1,0,2,0,2,1,1,1,2,1,1,2,0,True,False,False
25,0,1,2,4,0,1,2,0,1,1,0,2,2,2,1,1,1,1,0,0,True,False,False
43,0,0,2,4,1,1,0,1,0,0,0,2,1,1,2,2,1,1,2,0,False,True,False
28,0,1,1,3,0,1,1,1,1,1,2,3,2,2,1,1,2,1,1,1,False,False,True
28,0,1,2,3,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,False,True,False
30,1,0,3,1,1,1,1,1,1,2,0,3,1,1,2,2,1,0,2,0,False,True,False
57,0,1,1,5,0,1,2,2,1,1,0,2,0,1,1,2,1,0,1,0,False,True,False
27,0,0,1,1,0,1,1,2,1,1,0,1,0,1,1,1,1,0,1,0,False,True,False
37,0,1,3,2,0,1,2,2,1,1,2,2,0,1,1,1,1,2,0,0,True,False,False
33,0,0,2,1,0,1,1,2,1,1,0,1,0,1,1,0,1,0,1,0,False,True,False
31,0,1,2,1,0,1,1,0,1,1,0,1,0,1,2,2,1,0,0,0,False,True,False
27,0,0,2,2,0,1,0,1,1,1,0,2,1,1,1,2,2,2,0,0,False,True,False
28,0,0,2,1,0,1,2,1,1,0,2,0,1,1,1,2,0,0,2,0,False,True,False
30,0,1,2,2,0,1,0,0,1,1,1,4,2,2,0,0,1,1,1,0,False,True,False
37,0,1,2,4,0,0,2,2,1,1,2,0,0,1,0,0,1,1,1,0,False,True,False
36,0,1,3,3,0,1,1,2,1,1,2,0,1,1,1,1,1,1,0,0,False,True,False
41,0,0,1,5,0,1,2,2,2,2,0,2,0,0,1,0,1,1,2,1,False,True,False
41,0,1,2,5,0,1,2,2,1,2,0,2,0,1,1,1,1,0,1,0,False,True,False
29,1,0,2,0,1,1,1,2,1,1,2,0,1,1,2,2,0,0,2,0,False,True,False
34,0,0,2,5,0,0,1,2,1,2,2,3,0,0,1,2,1,0,1,1,True,False,False
28,0,1,3,2,0,1,1,0,1,1,0,1,0,0,2,2,1,1,1,0,False,True,False
39,0,0,2,0,1,1,1,2,1,1,0,4,0,0,1,2,0,0,1,0,False,True,False
32,0,1,3,2,1,1,2,2,1,1,2,3,1,1,1,2,1,1,2,0,False,True,False
34,1,0,1,0,1,1,1,0,1,1,0,2,0,1,1,0,1,1,0,0,False,True,False
31,0,1,2,4,0,1,2,2,1,0,2,1,0,1,1,2,1,1,2,0,True,False,False
33,0,0,2,2,0,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,False,True,False
29,0,0,1,0,0,1,1,0,1,1,0,0,2,0,1,0,1,1,0,0,False,True,False
28,0,1,2,2,1,1,0,0,1,1,0,1,2,1,1,1,1,0,1,0,True,False,False
30,0,0,1,3,0,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,False,True,False
27,0,0,2,2,0,1,1,0,1,1,0,3,2,1,1,0,1,0,1,1,False,True,False
28,0,0,2,5,0,1,2,1,0,0,0,1,1,1,1,2,1,1,0,0,True,False,False
31,0,0,2,2,0,1,0,1,1,1,2,0,0,1,1,1,1,1,0,0,True,False,False
32,1,0,2,0,1,1,0,1,0,0,0,0,1,1,2,2,2,2,0,0,False,True,False
28,0,0,1,1,0,1,2,2,0,2,2,0,1,1,1,1,1,2,0,0,True,False,False
30,1,1,3,0,1,0,1,2,1,2,2,3,1,1,2,2,1,1,2,0,True,False,False
36,0,0,1,5,0,1,2,2,2,2,2,3,1,1,1,2,1,1,1,0,False,True,False
30,0,1,1,1,0,1,1,2,1,1,0,2,1,1,0,0,1,1,0,0,False,True,False
30,0,0,2,5,0,1,2,2,2,2,2,0,1,1,1,2,1,1,2,0,False,True,False
31,0,1,1,3,1,1,2,2,2,0,2,0,1,1,1,2,1,0,2,0,False,True,False
35,0,0,2,1,1,1,1,0,1,1,0,2,1,1,0,0,1,1,0,0,False,True,False
34,0,0,2,0,0,1,1,1,1,1,0,0,1,1,1,2,1,0,2,0,True,False,False
24,0,0,0,2,0,1,0,1,1,0,0,2,1,1,1,2,1,1,0,0,False,True,False
29,0,0,3,1,0,1,1,0,1,1,0,3,2,1,0,0,1,0,0,0,False,True,False
24,0,1,3,1,1,1,1,0,1,1,0,0,1,1,2,2,1,1,0,0,True,False,False
24,0,0,2,3,0,1,0,1,1,1,0,1,0,0,1,2,1,0,0,0,False,True,False
37,0,1,3,2,0,1,2,2,1,0,0,2,0,1,1,1,1,2,0,0,False,True,False
27,0,0,2,1,0,1,1,0,1,1,0,2,1,1,0,0,1,1,0,0,False,True,False
23,0,1,2,1,0,1,2,2,1,1,2,0,1,1,2,2,1,1,2,0,False,True,False
28,0,1,2,2,0,1,2,0,1,1,0,1,0,0,1,0,1,0,1,0,False,True,False
39,0,0,2,3,0,0,2,2,2,2,2,0,2,1,1,2,1,0,1,1,False,True,False
27,0,0,0,1,0,1,0,0,1,1,0,2,0,0,1,1,1,1,0,0,False,True,False
33,0,0,0,5,0,1,2,2,2,2,2,1,1,1,1,2,1,1,2,0,False,True,False
27,0,0,0,2,0,1,0,1,0,0,0,2,1,1,2,2,0,0,0,0,False,True,False
36,1,1,2,1,1,1,1,0,2,1,2,1,1,1,1,1,0,0,0,0,False,True,False
26,0,1,1,5,1,1,2,2,2,0,0,1,0,1,1,0,1,1,0,0,True,False,False
27,0,0,1,1,0,1,2,0,1,1,2,2,0,0,2,0,1,0,0,0,True,False,False
27,1,1,2,0,1,1,1,2,1,1,2,1,1,1,2,2,1,0,2,0,False,False,True
35,0,1,2,3,0,1,2,2,1,1,0,4,0,0,1,1,1,0,1,1,False,True,False
34,0,0,2,0,0,1,1,0,1,1,0,2,2,1,0,0,1,2,0,0,False,True,False
29,0,0,0,2,0,1,0,0,1,0,0,2,1,1,2,2,0,0,1,0,False,True,False
28,0,1,2,5,0,1,0,1,1,0,0,3,0,0,0,0,1,1,1,0,False,True,False
43,0,0,2,1,1,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,False,True,False
40,0,1,2,5,1,0,2,1,2,0,0,2,2,0,1,1,1,0,1,0,False,True,False
31,0,0,2,3,0,0,0,0,1,1,2,1,0,1,0,0,1,2,1,0,False,True,False
21,0,1,1,2,0,1,0,1,0,1,0,1,2,1,1,0,1,2,0,0,True,False,False
30,0,0,2,3,1,1,2,2,1,2,2,2,1,1,2,2,0,1,2,0,False,True,False
24,0,0,2,0,0,1,1,0,1,1,0,2,2,1,1,1,1,2,1,0,False,True,False
57,0,0,0,2,0,1,2,2,1,2,2,3,2,0,0,0,1,0,0,1,False,True,False
26,0,0,2,3,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,0,False,True,False
36,0,1,1,5,0,0,0,0,2,2,0,1,0,0,1,1,1,1,0,0,False,True,False
41,0,1,2,5,0,1,2,1,2,2,0,2,0,1,1,1,1,1,1,0,False,True,False
22,0,1,2,4,0,1,2,2,1,0,0,2,1,1,1,1,1,1,1,1,True,False,False
18,0,1,2,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,True,False,False
31,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,False,False,True
19,0,1,2,0,0,1,1,0,1,1,0,2,0,0,1,0,1,0,0,0,False,True,False
21,0,1,0,1,0,0,1,0,1,1,2,1,0,1,1,1,1,0,0,0,False,True,False
36,0,0,1,2,0,1,0,1,1,0,0,2,1,1,1,1,1,1,0,0,False,True,False
29,0,0,2,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,True,False,False
43,0,1,2,5,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,False,True,False
32,0,1,2,3,1,1,0,1,1,1,0,3,2,0,0,0,1,1,1,1,False,True,False
25,0,0,2,3,0,1,0,1,1,0,0,2,0,1,1,2,1,1,0,0,False,True,False
24,0,0,2,2,1,1,0,0,1,0,0,1,1,1,1,2,1,0,1,0,False,True,False
25,0,1,2,5,0,1,0,1,0,2,0,2,1,1,2,2,1,1,2,0,False,True,False
30,0,0,2,2,1,1,1,0,0,1,0,4,0,0,1,0,1,1,1,0,False,True,False
27,0,1,1,5,1,1,2,2,1,0,0,2,0,0,0,2,1,1,0,0,True,False,False
38,0,0,2,1,0,1,1,0,1,1,2,2,0,1,1,2,0,0,0,0,False,True,False
50,0,0,2,0,1,1,0,0,1,0,0,2,2,0,1,1,1,0,0,0,False,True,False
29,0,0,2,1,0,1,0,1,1,1,0,1,1,1,1,2,0,2,0,0,False,True,False
35,0,0,2,3,0,0,2,0,1,1,2,4,2,0,0,1,1,2,1,1,True,False,False
23,0,1,2,2,1,1,2,2,1,0,2,2,0,1,0,1,1,1,0,0,False,True,False
35,0,1,2,0,1,1,1,0,1,1,1,3,0,0,1,0,1,1,0,0,True,False,False
23,0,0,3,2,0,0,2,2,2,1,2,1,1,1,1,2,1,0,2,0,False,True,False
24,0,1,2,3,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,False,True,False
27,0,1,2,3,0,1,0,1,1,0,0,2,2,1,0,0,1,2,0,0,False,True,False
30,0,1,1,2,0,1,2,0,1,0,0,2,0,1,1,2,1,1,0,0,False,True,False
34,1,0,2,0,1,1,1,0,1,1,2,3,1,1,1,1,1,1,2,0,False,True,False
19,0,0,2,1,0,1,0,0,1,1,0,1,2,2,1,0,1,1,0,0,False,True,False
29,0,0,1,5,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,1,False,True,False
29,0,1,2,5,0,0,2,2,2,2,1,3,2,1,1,1,1,1,1,1,True,False,False
38,0,0,2,2,1,1,0,1,1,0,0,2,0,0,1,2,1,0,1,0,False,True,False
28,1,0,2,0,1,1,1,2,1,1,2,0,0,0,0,0,1,1,2,0,False,True,False
35,1,0,2,2,1,0,0,0,1,1,0,3,2,0,2,0,1,0,0,0,False,True,False
26,0,1,2,1,0,1,0,1,1,1,0,2,1,1,1,2,1,1,2,0,False,True,False
30,1,0,0,0,1,1,1,2,1,1,0,2,0,1,1,1,1,0,0,0,False,True,False
24,0,1,2,5,0,1,2,2,1,2,2,2,0,1,1,0,1,0,0,0,True,False,False
28,0,0,1,1,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0,0,False,True,False
33,0,1,2,3,0,0,2,1,1,1,2,3,2,2,0,0,1,1,1,0,False,True,False
40,0,1,0,5,0,1,2,2,2,0,2,2,2,0,0,1,1,0,2,0,False,False,True
23,0,0,2,5,0,1,2,2,2,2,0,2,1,1,1,1,1,1,2,0,True,False,False
42,0,0,1,5,0,0,0,0,1,0,0,2,0,1,1,0,1,0,1,0,False,True,False
31,0,0,3,2,1,1,2,2,1,1,0,0,0,1,1,1,1,2,0,0,True,False,False
25,0,1,2,0,1,1,0,0,0,0,0,0,1,1,2,2,0,2,0,0,False,True,False
22,0,0,0,5,0,1,0,1,1,1,0,4,2,0,0,0,0,0,1,0,False,True,False
29,0,0,2,5,0,0,0,1,1,0,0,2,0,1,0,1,1,0,0,0,False,True,False
29,0,1,2,2,0,1,0,1,0,0,0,2,0,1,1,1,1,1,2,0,False,True,False
25,0,0,2,1,0,1,0,0,1,1,0,2,1,1,1,2,1,1,0,0,False,True,False
26,0,0,0,2,0,1,1,1,1,0,0,3,1,1,1,0,1,0,0,0,False,True,False
31,0,1,1,1,0,1,0,1,0,0,2,2,1,1,2,2,0,0,2,0,False,True,False
30,1,1,2,1,1,1,0,1,1,0,0,4,2,1,0,0,1,0,0,0,False,True,False
33,0,0,2,5,1,1,0,0,0,0,0,2,2,1,1,0,1,0,2,0,False,True,False
26,0,1,1,1,0,1,0,0,1,1,0,2,0,1,1,2,1,1,0,0,False,True,False
32,0,0,1,5,0,1,2,2,2,2,2,1,0,1,1,1,1,1,0,0,False,True,False
39,0,0,2,5,1,1,0,1,0,0,0,2,1,1,1,2,1,1,0,0,False,True,False
50,0,0,2,3,0,1,2,2,1,0,0,2,1,1,1,2,1,0,0,0,False,True,False
23,0,1,2,2,0,0,1,0,1,1,0,3,2,1,0,1,1,0,1,0,True,False,False
23,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,False,True,False
33,0,1,2,2,0,1,2,2,1,1,0,0,1,1,1,2,1,1,0,0,False,True,False
23,0,1,2,1,0,1,1,2,1,2,2,0,1,1,2,2,0,0,2,0,True,False,False
32,0,0,0,1,0,1,1,0,1,1,0,2,0,1,1,0,1,2,2,0,False,True,False
33,0,0,2,1,1,1,1,2,1,1,2,3,1,1,2,2,2,2,0,0,False,True,False
24,0,1,3,2,0,0,0,2,1,1,1,1,2,0,1,2,1,0,1,1,False,True,False
32,0,1,1,1,0,0,1,0,1,1,1,2,2,0,1,0,1,1,1,0,False,True,False
42,0,0,0,1,1,1,1,2,1,2,0,1,1,1,1,2,1,1,2,0,False,True,False
18,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,0,2,0,False,True,False
28,0,0,2,1,1,1,1,2,1,1,0,1,2,0,1,0,1,1,0,0,False,False,True
32,1,1,2,0,1,1,2,2,0,0,0,4,2,0,1,0,1,1,1,0,False,True,False
31,0,0,2,5,1,1,2,2,2,2,2,0,1,1,1,2,0,2,2,0,False,True,False
40,0,0,0,2,0,0,0,1,1,1,0,1,0,0,2,2,0,0,0,0,True,False,False
27,0,0,0,0,1,1,1,0,1,1,0,2,2,1,0,0,1,0,0,0,False,True,False
27,0,0,2,1,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,0,False,True,False
60,0,0,2,5,0,1,2,0,0,2,0,2,1,1,1,2,0,0,2,0,False,True,False
27,0,1,2,1,1,1,2,2,1,1,0,1,0,0,1,1,1,0,2,0,False,True,False
39,1,0,2,1,0,1,1,0,2,1,2,1,1,1,1,2,0,0,2,0,False,True,False
40,0,0,2,5,0,0,2,2,2,2,2,2,0,1,0,2,1,1,0,0,False,True,False
29,1,1,2,0,1,1,2,2,1,1,0,4,2,1,1,0,1,0,1,0,False,False,True
33,0,0,2,2,0,1,0,1,1,1,0,2,0,1,1,0,1,0,0,0,False,True,False
37,0,0,2,3,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,False,True,False
27,0,1,2,2,0,1,1,0,1,1,0,2,0,1,1,2,1,2,1,0,False,True,False
43,0,1,1,2,0,1,1,0,1,1,0,4,2,2,1,0,1,1,1,1,False,True,False
38,0,1,1,5,0,0,2,2,2,2,2,1,2,1,0,2,1,2,0,0,False,True,False
30,0,1,3,1,0,1,0,0,1,0,0,1,0,1,1,2,1,1,0,0,False,True,False
30,0,0,0,5,0,1,2,2,2,2,2,1,0,0,0,1,1,1,0,0,True,False,False
28,1,0,0,3,1,1,0,0,1,1,0,1,0,1,1,2,1,1,2,0,False,True,False
40,0,1,2,1,0,1,2,2,1,1,2,2,0,1,1,0,1,1,2,0,False,True,False
23,0,1,2,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,False,True,False
33,0,1,2,2,1,1,1,2,1,1,0,4,2,0,1,1,1,0,1,0,True,False,False
46,0,0,2,3,1,1,1,2,1,1,0,2,2,1,0,0,1,1,1,0,True,False,False
26,0,0,3,1,0,1,1,0,1,1,1,4,2,1,0,0,1,0,2,0,False,True,False
26,0,1,2,5,0,1,2,1,1,0,0,2,2,1,0,0,1,1,1,0,False,True,False
38,0,0,2,2,0,1,2,2,1,1,2,2,0,0,0,0,1,1,1,0,True,False,False
31,0,1,3,2,0,1,1,0,1,1,1,4,2,1,0,0,1,2,1,1,True,False,False
28,0,0,2,3,0,0,1,1,1,2,2,1,1,1,1,1,0,0,2,0,False,True,False
27,0,0,0,2,0,1,2,1,2,1,2,0,1,1,2,2,0,0,2,0,False,True,False
31,0,1,1,3,0,1,2,2,1,1,2,1,1,1,2,2,1,1,2,0,True,False,False
29,0,0,2,2,0,1,2,2,1,1,0,2,2,1,1,1,1,0,0,0,False,True,False
35,0,1,2,2,0,1,2,2,1,1,2,3,2,1,0,1,1,0,0,0,False,True,False
32,0,0,3,5,0,0,0,1,0,0,0,2,0,1,1,1,1,1,0,0,True,False,False
28,0,1,2,2,1,1,2,1,1,0,0,2,2,1,1,1,1,1,0,1,False,True,False
34,0,1,3,2,1,0,0,1,1,1,0,1,0,1,1,2,0,2,2,0,False,True,False
31,1,0,3,1,0,1,0,0,1,1,0,2,0,1,1,2,1,0,0,0,False,True,False
46,0,0,3,2,1,1,2,2,1,1,0,2,0,1,1,2,1,0,1,0,False,True,False
22,0,1,2,5,0,1,0,1,0,0,0,4,2,0,1,1,1,0,1,1,True,False,False
26,0,1,3,3,0,0,0,0,1,1,0,3,0,1,0,0,1,0,1,0,True,False,False
30,0,0,2,2,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,False,True,False
27,0,0,2,5,0,1,2,2,2,2,2,2,1,1,0,0,1,2,2,0,False,True,False
49,1,1,2,0,1,1,1,2,2,1,0,3,2,2,0,0,1,1,1,1,False,True,False
26,0,0,2,2,0,0,1,0,1,1,2,1,1,1,1,2,0,2,0,0,False,True,False
37,0,0,2,2,0,1,0,1,0,0,0,2,2,2,1,0,1,1,1,0,False,True,False
26,0,1,2,2,0,0,1,2,1,1,1,4,2,1,0,0,1,0,1,1,True,False,False
27,0,0,2,3,0,1,0,1,1,1,2,4,0,1,1,0,1,0,1,0,False,True,False
38,0,0,0,2,0,1,2,2,1,1,0,1,0,1,1,2,1,0,1,1,False,True,False
40,0,0,1,5,0,1,2,2,2,2,2,2,1,1,1,1,1,0,0,0,False,True,False
25,0,1,2,2,0,1,1,0,1,1,0,2,0,1,1,1,1,0,1,0,False,True,False
32,0,0,1,3,0,1,2,2,1,2,2,2,2,1,0,2,1,1,0,0,False,True,False
39,0,1,3,2,0,0,0,1,1,1,0,1,2,1,1,1,1,0,0,0,False,True,False
33,0,1,3,2,0,1,0,1,2,1,2,1,1,1,1,2,2,2,2,0,False,True,False
27,0,1,2,5,0,1,0,0,1,0,0,2,1,1,0,1,1,0,0,0,False,True,False
27,0,0,2,1,1,1,1,2,1,1,1,4,2,2,1,1,1,0,1,0,False,True,False
35,0,1,1,3,1,0,2,2,1,1,2,4,2,1,1,0,1,0,1,0,False,True,False
44,0,0,2,5,1,0,0,0,0,0,2,2,2,1,1,0,1,1,1,0,False,True,False
33,0,0,3,2,1,1,2,2,1,1,2,2,0,1,1,0,1,0,0,0,False,True,False
39,0,0,2,5,1,0,1,2,1,1,0,4,2,0,0,0,1,0,1,0,True,False,False
32,0,0,2,1,0,1,1,0,1,1,0,2,0,0,0,0,1,0,0,0,False,True,False
36,0,0,3,1,0,1,1,0,1,1,1,4,2,1,1,0,1,0,0,1,False,True,False
29,0,0,1,1,0,1,1,2,1,1,2,0,1,1,1,2,1,1,2,0,False,True,False
26,0,0,2,5,0,1,0,1,0,0,0,2,1,1,1,2,1,1,0,1,False,True,False
35,0,0,1,3,0,1,2,1,0,2,0,2,1,1,1,2,1,1,0,0,False,True,False
33,1,1,1,0,0,0,1,0,1,1,0,3,2,2,0,0,0,1,2,1,False,True,False
35,0,0,2,5,0,1,0,1,2,0,0,2,0,1,1,0,1,1,0,0,False,True,False
24,0,1,1,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,False,True,False
25,1,1,3,0,1,1,0,1,1,1,2,3,2,1,1,0,1,0,1,1,True,False,False
37,0,0,2,2,1,1,0,1,1,0,0,2,2,1,1,0,1,1,0,0,True,False,False
25,0,1,2,2,0,1,2,2,0,0,2,2,0,1,1,1,1,0,0,0,False,True,False
20,0,0,0,2,0,1,0,1,0,0,0,2,1,1,1,2,0,0,2,0,False,True,False
26,0,0,0,5,0,0,2,2,1,0,0,3,0,1,0,2,1,1,0,0,False,True,False
23,0,0,2,2,0,1,2,2,1,0,0,2,0,1,1,0,1,0,0,0,True,False,False
33,0,1,0,2,1,1,2,2,2,2,0,2,2,0,2,1,1,1,2,0,False,True,False
34,0,0,2,1,0,1,1,0,1,1,0,1,0,0,1,2,1,0,0,0,False,True,False
25,0,1,3,1,1,1,2,2,1,0,2,1,1,1,2,2,0,0,0,0,False,True,False
37,0,0,0,5,0,1,2,2,2,2,0,2,1,1,1,2,0,0,0,0,False,True,False
38,0,0,2,0,0,1,1,2,1,1,0,2,1,0,1,0,1,1,0,1,True,False,False
23,0,1,3,0,1,1,1,1,1,1,0,0,1,1,1,2,1,0,2,0,True,False,False
28,0,0,2,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,False,True,False
34,0,1,0,4,0,0,0,0,2,2,0,2,2,0,0,0,1,1,0,1,True,False,False
33,0,0,2,1,0,1,0,0,1,1,0,2,0,1,1,1,1,0,0,0,False,True,False
36,0,1,1,5,1,1,2,2,1,1,2,1,0,0,1,0,1,1,0,0,True,False,False
25,0,0,2,2,1,1,0,0,1,1,0,0,1,1,1,2,1,1,0,0,False,True,False
41,0,1,3,5,0,1,2,0,2,2,0,3,0,1,2,1,1,0,1,1,False,True,False
25,0,1,2,5,0,1,2,2,1,0,0,2,2,0,1,0,1,1,1,0,False,True,False
36,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,False,True,False
25,0,1,2,2,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,False,True,False
24,1,0,2,1,1,1,1,0,1,1,0,2,0,0,1,1,1,0,0,1,False,False,True
43,0,1,1,5,1,1,2,2,1,2,0,2,1,1,1,2,1,1,0,0,True,False,False
32,0,0,2,1,0,1,1,0,1,1,0,1,1,1,1,2,1,0,0,0,False,True,False
34,0,1,2,3,1,1,0,0,0,0,0,0,1,1,2,2,1,1,2,0,False,True,False
40,0,0,0,3,0,1,0,1,1,0,0,0,0,1,2,1,1,0,0,0,False,True,False
43,0,0,2,1,0,1,1,2,1,1,0,1,1,1,2,2,1,0,0,0,False,True,False
36,0,0,1,5,1,1,2,0,2,0,0,1,0,1,0,0,1,1,0,0,False,True,False
24,0,0,2,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,False,True,False
24,0,1,2,5,0,0,2,2,1,0,0,3,2,0,1,1,1,1,1,1,True,False,False
27,0,0,2,5,0,1,2,1,0,0,2,2,0,0,0,0,1,0,1,0,False,True,False
28,0,0,0,1,0,1,0,0,1,0,0,2,1,1,1,2,1,1,0,0,False,True,False
31,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,False,True,False
34,0,1,2,2,1,1,2,2,1,1,0,2,0,1,1,1,1,2,0,1,False,True,False
35,0,1,2,5,0,1,2,0,2,2,2,0,1,1,1,2,1,1,0,0,False,True,False
46,1,1,2,0,1,1,2,1,2,0,2,0,1,1,2,2,1,2,2,1,False,True,False
39,0,1,2,4,0,1,2,2,2,2,2,4,0,1,1,2,1,1,0,0,False,True,False
25,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2,2,1,1,0,0,False,True,False
34,0,0,2,4,0,0,2,2,2,2,2,1,0,1,1,2,1,1,2,0,True,False,False
34,0,0,2,1,0,1,2,0,1,1,0,1,1,1,2,2,0,0,2,0,True,False,False
37,0,1,2,2,0,0,1,0,1,1,0,2,2,0,1,2,1,0,0,0,False,True,False
21,0,0,2,1,1,1,1,2,1,1,0,3,1,1,1,1,0,0,2,0,False,True,False
21,0,0,2,1,0,1,1,0,1,1,0,2,2,0,1,0,1,1,0,0,True,False,False
29,0,0,2,5,0,0,0,1,0,0,0,2,1,1,2,2,1,1,1,0,False,True,False
31,0,1,3,5,0,1,2,1,0,0,0,2,0,1,1,0,1,0,0,0,False,True,False
32,0,0,2,1,0,1,1,2,1,0,0,0,1,1,1,2,1,0,0,0,False,True,False
43,1,1,2,0,1,1,2,1,1,0,0,2,0,0,1,1,1,0,0,0,False,True,False
25,0,1,2,2,1,1,1,0,1,1,2,0,1,1,1,2,1,0,2,0,False,True,False
40,0,0,2,0,0,1,2,2,1,1,0,2,0,1,1,0,1,0,2,0,True,False,False
26,0,0,3,2,0,0,0,1,1,1,0,2,2,0,1,2,1,0,1,0,False,True,False
41,0,1,1,4,1,1,2,2,2,2,2,0,0,0,1,1,1,1,2,0,True,False,False
28,0,0,1,1,0,1,2,0,1,1,0,1,2,2,1,0,1,1,1,1,True,False,False
25,0,0,2,1,0,1,1,0,1,1,0,2,0,1,2,2,1,2,0,0,False,True,False
23,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,2,1,2,2,0,False,True,False
46,0,1,3,2,0,1,0,0,1,1,0,2,0,1,1,0,1,1,1,0,False,True,False
27,1,1,2,0,1,1,1,0,0,0,0,4,1,1,1,0,1,1,0,0,True,False,False
39,1,1,2,0,1,1,1,2,2,2,2,3,1,1,2,2,1,0,2,1,False,True,False
41,0,1,3,5,0,1,2,0,1,1,0,2,0,0,1,1,1,1,0,1,False,True,False
31,0,0,0,2,0,1,2,2,1,0,2,0,0,1,0,0,1,1,0,0,False,True,False
32,0,1,2,0,1,1,1,0,1,1,0,2,0,1,2,2,1,2,0,0,False,True,False
26,0,0,0,1,0,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,False,True,False
32,0,0,2,1,0,1,1,2,1,1,2,1,1,1,1,2,0,0,2,0,False,True,False
25,0,0,2,2,1,1,1,0,1,1,0,2,0,0,2,1,0,1,1,0,True,False,False
20,0,0,1,2,0,0,1,0,1,1,0,4,2,2,1,0,1,0,1,0,False,True,False
35,0,1,1,1,0,1,2,1,1,1,2,1,1,1,1,2,1,1,0,0,False,True,False
31,0,0,2,2,0,0,2,2,2,2,2,2,1,1,2,2,1,1,0,0,False,True,False
23,0,0,1,2,0,1,1,2,2,1,0,2,1,1,2,1,1,0,0,0,True,False,False
39,0,0,3,5,0,1,2,1,1,1,0,1,1,1,2,2,1,1,0,0,False,True,False
43,0,0,2,5,1,1,1,1,1,1,0,4,2,0,0,0,1,0,1,1,False,True,False
38,0,1,0,5,0,0,2,1,2,2,0,2,2,0,1,0,1,1,1,0,False,True,False
56,0,1,1,1,0,1,2,2,1,1,0,2,2,0,1,1,1,1,0,0,False,True,False
34,0,0,2,2,1,1,1,0,1,1,0,4,2,0,1,0,1,0,1,0,False,True,False
28,0,0,2,1,0,1,1,2,1,1,0,1,0,0,0,1,1,1,0,0,False,True,False
34,0,0,1,2,0,1,1,0,1,1,2,1,0,0,0,1,0,0,2,0,False,True,False
37,0,0,2,1,1,1,1,1,1,1,0,2,0,1,1,0,0,2,0,0,False,True,False
26,0,0,3,2,0,1,1,2,1,1,2,4,1,1,2,2,2,2,0,0,False,True,False
31,1,1,2,0,1,1,1,0,1,1,2,3,1,1,2,2,0,0,2,0,False,True,False
